project_type,project_description,project_phase_name,project_status_name,dsf_number_s,failure
SCA CIP RESOA,Fy18 reso a playgrounds,"CM, F&E",PNS,DSF: 0000867349,False
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000777111,True
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Scope,Complete,DSF: 0000844915,True
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Design,PNS,DSF: 0000844915,False
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Construction,PNS,DSF: 0000844915,False
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000844915,False
SCA IEH,Ieh po18-kitchen,Construction,Complete,DSF: 0000032516,False
SCA IEH,Ieh po18-gymnasium,Construction,Complete,DSF: 0000047067,False
SCA IEH,"Ieh po18-rooms 316,311,310",Construction,Complete,DSF: 0000047665,False
SCA IEH,Ieh po18-room 301,Construction,Complete,DSF: 0000048826,False
SCA IEH,Ieh po18-room 303,Construction,Complete,DSF: 0000048926,False
SCA IEH,Ieh po18-room 304,Construction,Complete,DSF: 0000049086,False
FAST TRACK PROJECTS,Ctf room conversion,Construction,In-Progress,DSF: 0000799499,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844669,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845369,False
DOE- RESOA,Fy15 reso a gymnasium upgrade,Construction,In-Progress,DSF: 0000800426,False
DOE - SKILLED TRADES,Ace steam system optimization,Construction,In-Progress,DSF: 0000809139,False
SCA CIP,Planyc boiler cnvsn/planyc climate ctrl,Scope,Complete,"DSF: 0000763346, 0000775601",False
SCA CIP,Planyc boiler cnvsn/planyc climate ctrl,Design,Complete,"DSF: 0000763346, 0000775601",False
SCA CIP,Planyc boiler cnvsn/planyc climate ctrl,Construction,In-Progress,"DSF: 0000763346, 0000775601",False
SCA CIP,Planyc boiler cnvsn/planyc climate ctrl,"CM, F&E",In-Progress,"DSF: 0000763346, 0000775601",False
SCA CIP RESOA,Fy18 reso a supplemental cooling,Scope,In-Progress,DSF: 0000867227,True
SCA CIP RESOA,Fy18 reso a supplemental cooling,Design,PNS,DSF: 0000867227,False
SCA CIP RESOA,Fy18 reso a supplemental cooling,Construction,PNS,DSF: 0000867227,False
SCA CIP RESOA,Fy18 reso a supplemental cooling,"CM, F&E",PNS,DSF: 0000867227,False
SCA IEH,Ieh po18-3rd fl corridor,Construction,Complete,DSF: 0000046748,False
SCA IEH,Ieh po18-2nd fl corridor,Construction,Complete,DSF: 0000047806,True
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000866005,False
SCA CIP,Defective wrought iron fence & handrails,Scope,Complete,DSF: 0000809387,False
SCA CIP,Defective wrought iron fence & handrails,Design,Complete,DSF: 0000809387,False
SCA CIP,Defective wrought iron fence & handrails,Construction,PNS,DSF: 0000809387,False
SCA CIP,Defective wrought iron fence & handrails,"CM, F&E",PNS,DSF: 0000809387,False
SCA CIP,Water infiltration,Scope,Complete,DSF: 0000853418,False
SCA CIP,Water infiltration,Design,PNS,DSF: 0000853418,False
SCA CIP,Water infiltration,Construction,PNS,DSF: 0000853418,False
SCA CIP,Water infiltration,"CM, F&E",PNS,DSF: 0000853418,False
SCA CIP RESOA,Fy16 reso a playground redevelopment,Scope,Complete,DSF: 0000822927,False
SCA CIP RESOA,Fy16 reso a playground redevelopment,Design,PNS,DSF: 0000822927,False
SCA CIP RESOA,Fy16 reso a playground redevelopment,Construction,PNS,DSF: 0000822927,False
SCA CIP RESOA,Fy16 reso a playground redevelopment,"CM, F&E",PNS,DSF: 0000822927,False
SCA CIP RESOA,Fy18 reso a cafeteria / multipurpose room upgrade,Scope,PNS,DSF: 0000866350,True
SCA CIP RESOA,Fy18 reso a cafeteria / multipurpose room upgrade,Design,PNS,DSF: 0000866350,False
SCA CIP RESOA,Fy18 reso a cafeteria / multipurpose room upgrade,Construction,PNS,DSF: 0000866350,False
SCA CIP RESOA,Fy18 reso a cafeteria / multipurpose room upgrade,"CM, F&E",PNS,DSF: 0000866350,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Scope,PNS,DSF: 0000867266,True
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Design,PNS,DSF: 0000867266,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Construction,PNS,DSF: 0000867266,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000867266,False
SCA IEH,Ieh po18-room 502,Construction,Complete,DSF: 0000048925,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,In-Progress,DSF: 0000845368,True
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845371,False
SCA CIP RESOA,Fy18 reso a electrical systems,Scope,PNS,DSF: 0000866354,True
SCA CIP RESOA,Fy18 reso a electrical systems,Design,PNS,DSF: 0000866354,False
SCA CIP RESOA,Fy18 reso a electrical systems,Construction,PNS,DSF: 0000866354,False
SCA CIP,Ext msnry water penetr/window/roof/ flood/parapet,"CM, F&E",PNS,"DSF: 0000775579, 0000775993, 0000775994, 0000775995, 0000776000",False
SCA CIP,Planyc boiler cnvrsn/planyc climate ctrl,Scope,Complete,"DSF: 0000797329, 0000798330",False
SCA CIP,Planyc boiler cnvrsn/planyc climate ctrl,Design,Complete,"DSF: 0000797329, 0000798330",False
SCA CIP,Planyc boiler cnvrsn/planyc climate ctrl,Construction,In-Progress,"DSF: 0000797329, 0000798330",False
SCA CIP,Planyc boiler cnvrsn/planyc climate ctrl,"CM, F&E",In-Progress,"DSF: 0000797329, 0000798330",False
SCA CIP,Completion of phase ii mercy college,Scope,Complete,DSF: 0000799486,False
SCA CIP,Completion of phase ii mercy college,Design,Complete,DSF: 0000799486,False
SCA CIP,Completion of phase ii mercy college,Construction,In-Progress,DSF: 0000799486,False
SCA CIP,Completion of phase ii mercy college,"CM, F&E",In-Progress,DSF: 0000799486,False
SCA FURNITURE & EQUI,Fy16 reso a technology,F&E,PNS,DSF: 0000843725,False
SCA FURNITURE & EQUI,Fy16 reso a technology,F&E,In-Progress,DSF: 0000843721,False
SCA FURNITURE & EQUI,Fy16 reso a technology,F&E,PNS,DSF: 0000843723,False
SCA FURNITURE & EQUI,Fy16 reso a technology,F&E,In-Progress,DSF: 0000843722,False
SCA FURNITURE & EQUI,Fy16 reso a technology,F&E,PNS,DSF: 0000843720,False
SCA CIP RESOA,Reso a new gym building,Scope,PNS,DSF: 0000844754,False
SCA CIP RESOA,Reso a new gym building,Design,PNS,DSF: 0000844754,True
SCA CIP RESOA,Reso a new gym building,Construction,PNS,DSF: 0000844754,False
SCA CIP RESOA,Reso a new gym building,"CM, F&E",PNS,DSF: 0000844754,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844647,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845397,False
DOE - LEAD PAINT,Lead paint abatement,Construction,In-Progress,DSF:,True
SCA CIP,Exterior masonry/parapets/roofs,Scope,Complete,"DSF: 0000794304, 0000817479, 0000822073",False
SCA CIP,Exterior masonry/parapets/roofs,Design,Complete,"DSF: 0000794304, 0000817479, 0000822073",False
SCA CIP,Exterior masonry/parapets/roofs,Construction,In-Progress,"DSF: 0000794304, 0000817479, 0000822073",False
SCA CIP,Exterior masonry/parapets/roofs,"CM, F&E",In-Progress,"DSF: 0000794304, 0000817479, 0000822073",False
SCA IEH,Ieh po18-4th fl gym,Construction,Complete,DSF: 0000048107,False
SCA IEH,"Ieh po18-rms 412,413,262",Construction,Complete,DSF: 0000048265,False
DOE - LEAD PAINT,Lead paint abatement,Construction,In-Progress,DSF:,True
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Scope,In-Progress,DSF: 0000844897,True
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Design,PNS,DSF: 0000844897,False
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Construction,PNS,DSF: 0000844897,False
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000844897,False
SCA CIP,Switch gear replacement,Scope,Complete,DSF: 0000839573,False
SCA CIP,Switch gear replacement,Design,Complete,DSF: 0000839573,False
SCA CIP,Switch gear replacement,Construction,In-Progress,DSF: 0000839573,False
SCA CIP,Switch gear replacement,"CM, F&E",In-Progress,DSF: 0000839573,False
SCA IEH,"Ieh po18-vestibule exit 4 1st flr, staircase b 1st",Construction,Complete,DSF: 0000046593,False
SCA IEH,Ieh po18-staircase b 1st fl,Construction,Complete,DSF: 0000046930,True
SCA IEH,"Ieh po18-staircase a 1st flr,staircase a betwn 1st",Construction,Complete,DSF: 0000046970,False
SCA IEH,Ieh po18-2fl hallway,Construction,In-Progress,DSF: 0000048089,False
DOE - LEAD PAINT,Lead paint abatement,Construction,In-Progress,DSF:,False
DOE - SKILLED TRADES,Ac initiative,Construction,In-Progress,DSF: 0000867175,False
SCA CIP,Exterior masonry/flood elimination/roofs/parapets,Scope,Complete,"DSF: 0000839662, 0000839664, 0000839665, 0000844740",False
SCA CIP,Exterior masonry/flood elimination/roofs/parapets,Design,Complete,"DSF: 0000839662, 0000839664, 0000839665, 0000844740",False
SCA CIP,Exterior masonry/flood elimination/roofs/parapets,Construction,PNS,"DSF: 0000839662, 0000839664, 0000839665, 0000844740",False
SCA CIP,Exterior masonry/flood elimination/roofs/parapets,"CM, F&E",PNS,"DSF: 0000839662, 0000839664, 0000839665, 0000844740",False
SCA CIP RESOA,Fy18 reso a gymnasium upgrade,Scope,PNS,DSF: 0000867297,False
SCA CIP RESOA,Fy18 reso a gymnasium upgrade,Design,PNS,DSF: 0000867297,False
SCA CIP RESOA,Fy18 reso a gymnasium upgrade,Construction,PNS,DSF: 0000867297,False
SCA CIP RESOA,Fy18 reso a gymnasium upgrade,"CM, F&E",PNS,DSF: 0000867297,False
SCA IEH,Ieh po18-bookroom 100,Construction,Complete,DSF: 0000047106,False
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000866063,False
SCA IEH,Ieh po18-corridors from the 2nd fl to the 5th fl,Construction,Complete,DSF: 0000047049,False
SCA IEH,Ieh po18-1st fl gym,Construction,Complete,DSF: 0000048645,False
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000777179,True
DOE - LEAD PAINT,Lead paint abatement,Construction,In-Progress,DSF:,True
SCA CIP,Renewal school based health center,Scope,Complete,DSF: 0000843909,False
SCA CIP,Renewal school based health center,Design,Complete,DSF: 0000843909,False
SCA CIP,Renewal school based health center,Construction,Complete,DSF: 0000843909,False
SCA CIP,Renewal school based health center,"CM, F&E",Complete,DSF: 0000843909,False
SCA IEH,Ieh po18-basement student cafeteria,Construction,Complete,DSF: 0000048385,False
SCA IEH,Ieh po18-main office rm 211 & principals office rm,Construction,In-Progress,DSF: 0000048935,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,In-Progress,DSF: 0000844648,True
SCA CIP,Exterior masonry/flood elimination/parapets/roofs,Scope,Complete,"DSF: 0000818106, 0000840048, 0000840050, 0000840051",False
SCA CIP,Exterior masonry/flood elimination/parapets/roofs,Design,Complete,"DSF: 0000818106, 0000840048, 0000840050, 0000840051",False
SCA CIP,Exterior masonry/flood elimination/parapets/roofs,Construction,In-Progress,"DSF: 0000818106, 0000840048, 0000840050, 0000840051",False
SCA CIP,Exterior masonry/flood elimination/parapets/roofs,"CM, F&E",In-Progress,"DSF: 0000818106, 0000840048, 0000840050, 0000840051",False
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Scope,Complete,DSF: 0000844896,False
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Design,Complete,DSF: 0000844896,False
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Construction,PNS,DSF: 0000844896,False
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000844896,False
SCA CIP,Probes-repairs/parapets/ roofs/windows,Scope,Complete,"DSF: 0000818242, 0000818243, 0000818244, 0000823639",False
SCA CIP,Probes-repairs/parapets/ roofs/windows,Design,Complete,"DSF: 0000818242, 0000818243, 0000818244, 0000823639",False
SCA CIP,Probes-repairs/parapets/ roofs/windows,Construction,In-Progress,"DSF: 0000818242, 0000818243, 0000818244, 0000823639",False
SCA CIP,Probes-repairs/parapets/ roofs/windows,"CM, F&E",In-Progress,"DSF: 0000818242, 0000818243, 0000818244, 0000823639",False
SCA CIP,Sth sbhc,Scope,Complete,DSF: 0000845628,False
SCA CIP,Sth sbhc,Design,Complete,DSF: 0000845628,False
SCA CIP,Sth sbhc,Construction,In-Progress,DSF: 0000845628,False
SCA CIP,Sth sbhc,"CM, F&E",In-Progress,DSF: 0000845628,False
SCA IEH,Ieh po18-3rd fl gym teachers office,Construction,In-Progress,DSF: 0000048352,False
SCA IEH,Ieh po18-staircase e&f from 4th fl to basement,Construction,In-Progress,DSF: 0000048934,False
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000777197,True
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000777187,True
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000777182,True
DOE - LEAD PAINT,Lead paint abatement,Construction,In-Progress,DSF:,False
DOE - LEAD PAINT,Lead paint abatement,Construction,In-Progress,DSF:,True
DOE - SKILLED TRADES,Ace steam system optimization,Construction,In-Progress,DSF: 0000822666,False
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000866068,False
SCA CIP,Flood elimination/roofs,Scope,Complete,"DSF: 0000795381, 0000844155",False
SCA CIP,Flood elimination/roofs,Design,Complete,"DSF: 0000795381, 0000844155",False
SCA CIP,Flood elimination/roofs,Construction,In-Progress,"DSF: 0000795381, 0000844155",False
SCA CIP,Flood elimination/roofs,"CM, F&E",In-Progress,"DSF: 0000795381, 0000844155",False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Scope,PNS,DSF: 0000867260,True
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Design,PNS,DSF: 0000867260,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Construction,PNS,DSF: 0000867260,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000867260,False
SCA IEH,Ieh po18-rm 206,Construction,Complete,DSF: 0000048065,False
TRUST FOR PUBLIC LAN,Fy18 reso a playgrounds,Scope,Complete,DSF: 0000866452,False
TRUST FOR PUBLIC LAN,Fy18 reso a playgrounds,Design,In-Progress,DSF: 0000866452,False
TRUST FOR PUBLIC LAN,Fy18 reso a playgrounds,Construction,PNS,DSF: 0000866452,False
TRUST FOR PUBLIC LAN,Fy18 reso a playgrounds,F&E,PNS,DSF: 0000866452,False
SCA CIP RESOA,Fy16 reso a ip surveillance camera installation,Scope,Complete,DSF: 0000823559,False
SCA CIP RESOA,Fy16 reso a ip surveillance camera installation,Design,In-Progress,DSF: 0000823559,False
SCA CIP RESOA,Fy16 reso a ip surveillance camera installation,Construction,PNS,DSF: 0000823559,False
SCA CIP RESOA,Fy16 reso a ip surveillance camera installation,"CM, F&E",PNS,DSF: 0000823559,False
SCA IEH,Soil remediation associated with ex,Construction,In-Progress,DSF: 0000775924,False
SCA IEH,"Ieh po18-staircase b btwn 1st & 2nd fl ,staircase",Construction,In-Progress,DSF: 0000047389,False
DOE - SKILLED TRADES,Cafeteria serving lines,Construction,In-Progress,DSF: 0000821626,False
SCA IEH,Ieh po18-front of gym entrance,Construction,Complete,DSF: 0000046005,False
SCA IEH,"Ieh po18-main office,copy rm,cafeteria",Construction,In-Progress,DSF: 0000048665,False
SCA CIP,Parapet/flood elim/ext masonry/roofs,Scope,Complete,"DSF: 0000026417, 0000795966, 0000799880, 0000799881",False
SCA CIP,Parapet/flood elim/ext masonry/roofs,Design,Complete,"DSF: 0000026417, 0000795966, 0000799880, 0000799881",False
SCA CIP,Parapet/flood elim/ext masonry/roofs,Construction,Complete,"DSF: 0000026417, 0000795966, 0000799880, 0000799881",False
SCA CIP,Parapet/flood elim/ext masonry/roofs,"CM, F&E",Complete,"DSF: 0000026417, 0000795966, 0000799880, 0000799881",False
SCA CIP,Planyc boiler conversion/planyc climate ctrl/flood,Scope,Complete,"DSF: 0000795961, 0000798387, 0000865946",False
SCA CIP,Planyc boiler conversion/planyc climate ctrl/flood,Design,Complete,"DSF: 0000795961, 0000798387, 0000865946",False
SCA CIP,Planyc boiler conversion/planyc climate ctrl/flood,Construction,PNS,"DSF: 0000795961, 0000798387, 0000865946",False
SCA CIP,Planyc boiler conversion/planyc climate ctrl/flood,"CM, F&E",PNS,"DSF: 0000795961, 0000798387, 0000865946",False
SCA IEH,Ieh po18-auditorium,Construction,In-Progress,DSF: 0000048448,False
SCA IEH,Ieh po18-rm 202,Construction,Complete,DSF: 0000048605,False
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000866073,False
SCA CIP RESOA,Fy18 reso a electrical systems,"CM, F&E",PNS,DSF: 0000866354,False
SCA CIP RESOA,Fy18 reso a safety systems,Scope,PNS,DSF: 0000867321,True
SCA CIP RESOA,Fy18 reso a safety systems,Design,PNS,DSF: 0000867321,False
SCA CIP RESOA,Fy18 reso a safety systems,Construction,PNS,DSF: 0000867321,False
SCA CIP RESOA,Fy18 reso a safety systems,"CM, F&E",PNS,DSF: 0000867321,False
SCA IEH,"Ieh po18-rooms 202, 226,  b24",Construction,Complete,DSF: 0000048108,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845517,False
DOE- RESOA,Fy14 reso a library upgrade,Construction,PNS,DSF: 0000798849,False
SCA CIP,Water infiltration,Scope,Complete,DSF: 0000786275,True
SCA CIP,Water infiltration,Design,Complete,DSF: 0000786275,False
SCA CIP,Water infiltration,Construction,In-Progress,DSF: 0000786275,False
SCA CIP,Water infiltration,"CM, F&E",In-Progress,DSF: 0000786275,False
SCA CIP,Electrical systems,Scope,Complete,DSF: 0000853636,False
SCA CIP,Electrical systems,Design,Complete,DSF: 0000853636,False
SCA CIP,Electrical systems,Construction,PNS,DSF: 0000853636,False
SCA CIP,Electrical systems,"CM, F&E",PNS,DSF: 0000853636,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844406,False
SCA CIP RESOA,Fy17 reso a playground redevelpoment,Scope,Complete,DSF: 0000866290,False
SCA CIP RESOA,Fy17 reso a playground redevelpoment,Design,In-Progress,DSF: 0000866290,True
SCA CIP RESOA,Fy17 reso a playground redevelpoment,Construction,PNS,DSF: 0000866290,False
SCA CIP RESOA,Fy17 reso a playground redevelpoment,"CM, F&E",PNS,DSF: 0000866290,False
SCA CIP RESOA,Fy18 reso a playgrounds,Scope,PNS,DSF: 0000867192,True
SCA CIP RESOA,Fy18 reso a playgrounds,Design,PNS,DSF: 0000867192,True
SCA CIP RESOA,Fy18 reso a playgrounds,Construction,PNS,DSF: 0000867192,True
SCA CIP RESOA,Fy18 reso a playgrounds,"CM, F&E",PNS,DSF: 0000867192,True
SCA CIP RESOA,Fy18 reso a playgrounds,Scope,PNS,DSF: 0000867355,True
SCA CIP RESOA,Fy18 reso a playgrounds,Design,PNS,DSF: 0000867355,True
SCA CIP RESOA,Fy18 reso a playgrounds,Construction,PNS,DSF: 0000867355,True
SCA CIP RESOA,Fy18 reso a playgrounds,"CM, F&E",PNS,DSF: 0000867355,True
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845252,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000866723,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000866723,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000866723,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000866723,False
SCA IEH,"Ieh po18-rooms 405, 419, 429",Construction,Complete,DSF: 0000044726,False
SCA IEH,"Ieh po18-rooms # 401,405,413,417,419,421,425",Construction,Complete,DSF: 0000048068,True
SCA IEH,Ieh po18-room 301,Construction,Complete,DSF: 0000048346,False
DOE - SKILLED TRADES,Bathroom upgrade,Construction,Complete,DSF: 0000809737,False
SCA CIP,Flood elimination/parapets/ext. masonry,Scope,In-Progress,"DSF: 0000876476, 0000876478, 0000876479",True
SCA CIP,Flood elimination/parapets/ext. masonry,Design,PNS,"DSF: 0000876476, 0000876478, 0000876479",False
SCA CIP,Flood elimination/parapets/ext. masonry,Construction,PNS,"DSF: 0000876476, 0000876478, 0000876479",False
SCA CIP,Flood elimination/parapets/ext. masonry,"CM, F&E",PNS,"DSF: 0000876476, 0000876478, 0000876479",False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000866726,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000866726,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000866726,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000866726,False
SCA IEH,Ieh po18-bsmt,Construction,Complete,DSF: 0000048825,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845372,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000868053,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000868053,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000868053,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000868053,False
SCA CIP RESOA,Fy17 reso a rooftop playground,Scope,Complete,DSF: 0000844920,False
SCA CIP RESOA,Fy17 reso a rooftop playground,Design,PNS,DSF: 0000844920,False
SCA CIP RESOA,Fy17 reso a rooftop playground,Construction,PNS,DSF: 0000844920,False
