,project_geographic_district,project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_status_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure
684,3,M837,WEST END SECONDARY SCHOOL - M,SCA Lease Site Impro,LEASE (PHASE II),"CM, F&E",In-Progress,01/18/2017,02/06/2019,,2163652,940541.0,310575.0,DSF: 0000800279,False
685,3,M841,M811 SPED - MANHATTAN,SCA CIP,EXT MASONRY/FLOOD ELIMINATION/WINDOWS,Scope,Complete,06/22/2017,12/22/2017,10/31/2017,71049,53823.0,42223.0,"DSF: 0000045266, 0000877454, 0000888888",False
686,3,M841,M811 SPED - MANHATTAN,SCA CIP,EXT MASONRY/FLOOD ELIMINATION/WINDOWS,Design,PNS,PNS,PNS,PNS,274428,274428.0,95308.0,"DSF: 0000045266, 0000877454, 0000888888",False
687,3,M841,M811 SPED - MANHATTAN,SCA CIP,EXT MASONRY/FLOOD ELIMINATION/WINDOWS,Construction,PNS,PNS,PNS,PNS,4268779,4268779.0,536.0,"DSF: 0000045266, 0000877454, 0000888888",False
688,3,M841,M811 SPED - MANHATTAN,SCA CIP,EXT MASONRY/FLOOD ELIMINATION/WINDOWS,"CM, F&E",PNS,PNS,PNS,PNS,458556,458556.0,3127.0,"DSF: 0000045266, 0000877454, 0000888888",False
689,3,M841,M811 SPED - MANHATTAN,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Scope,Complete,02/16/2017,04/14/2017,03/21/2017,0,7330.0,7330.0,DSF: 0000844928,False
690,3,M841,M811 SPED - MANHATTAN,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Design,Complete,03/21/2017,08/03/2017,05/15/2017,26869,32717.0,20503.0,DSF: 0000844928,False
691,3,M841,M811 SPED - MANHATTAN,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Construction,In-Progress,06/28/2017,03/24/2018,,394078,438875.0,5879.0,DSF: 0000844928,False
692,3,M841,M811 SPED - MANHATTAN,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",In-Progress,06/28/2017,03/24/2018,,26869,42297.0,14980.0,DSF: 0000844928,False
693,3,M932,P.S. 859 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,842333.0,0.0,DSF: 0000776542,True
694,4,M007,P.S. 7 - MANHATTAN,SCA IEH,IEH PO18-4TH FL HALL & ROOM 403,Construction,Complete,02/03/2017,IEH,07/24/2017,IEH,203486.0,4370.0,DSF: 0000045105,False
695,4,M007,P.S. 7 - MANHATTAN,SCA IEH,IEH PO18-3RD FL HALLWAY & ROOM 330,Construction,Complete,04/03/2017,IEH,12/31/2017,IEH,1632.0,1132.0,DSF: 0000046027,False
696,4,M007,P.S. 7 - MANHATTAN,SCA IEH,IEH PO18-LIBRARY ROOM 419,Construction,Complete,09/07/2017,IEH,12/24/2017,IEH,37943.0,1562.0,DSF: 0000048578,False
697,4,M007,P.S. 7 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,08/30/2017,DOES,,DOES,170000.0,798.0,DSF: 0000865994,False
698,4,M013,P.S. 497 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866429,True
699,4,M013,P.S. 497 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Design,PNS,PNS,PNS,PNS,6900,6900.0,0.0,DSF: 0000866429,False
700,4,M013,P.S. 497 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,PNS,PNS,PNS,PNS,101200,101200.0,0.0,DSF: 0000866429,False
701,4,M013,P.S. 497 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,"CM, F&E",PNS,PNS,PNS,PNS,6900,6900.0,0.0,DSF: 0000866429,False
702,4,M013,CENTRAL PARK EAST HS - M,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866417,True
703,4,M013,CENTRAL PARK EAST HS - M,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,7500,7500.0,0.0,DSF: 0000866417,False
704,4,M013,CENTRAL PARK EAST HS - M,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,110000,110000.0,0.0,DSF: 0000866417,False
705,4,M013,CENTRAL PARK EAST HS - M,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,7500,7500.0,0.0,DSF: 0000866417,False
706,4,M013,P.S. 497 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,94315.0,0.0,DSF: 0000777065,True
707,4,M013,I.S. 13 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,94315.0,0.0,DSF: 0000777064,False
708,4,M013,CENTRAL PARK EAST HS - MANHATT,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,04/26/2017,01/15/2018,09/19/2017,126000,103326.0,103326.0,DSF: 0000845275,False
709,4,M013,I.S. 13 - MANHATTAN,DOE- RESOA,FY16 RESO A INTERIOR MODERNIZATIONS,Construction,In-Progress,10/07/2016,DOER,,200000,183521.0,183521.0,DSF: 0000822748,False
710,4,M045,COAL. SCHOOL FOR SOCIAL CHANGE,SCA CIP,FLOOD ELIMINATION/EXTERIOR MASONRY,Scope,Complete,01/20/2015,06/04/2015,09/28/2015,29850,90141.0,89567.0,"DSF: 0000808442, 0000830519",True
711,4,M045,COAL. SCHOOL FOR SOCIAL CHANGE,SCA CIP,FLOOD ELIMINATION/EXTERIOR MASONRY,Design,Complete,02/26/2016,07/27/2016,07/27/2016,109450,143603.0,76177.0,"DSF: 0000808442, 0000830519",False
712,4,M045,COAL. SCHOOL FOR SOCIAL CHANGE,SCA CIP,FLOOD ELIMINATION/EXTERIOR MASONRY,Construction,In-Progress,07/10/2017,07/09/2018,,1159175,1048402.0,21098.0,"DSF: 0000808442, 0000830519",False
713,4,M045,COAL. SCHOOL FOR SOCIAL CHANGE,SCA CIP,FLOOD ELIMINATION/EXTERIOR MASONRY,"CM, F&E",In-Progress,07/10/2017,07/09/2018,,268650,103602.0,103518.0,"DSF: 0000808442, 0000830519",False
714,4,M045,COAL. SCHOOL FOR SOCIAL CHANGE,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866432,True
715,4,M045,COAL. SCHOOL FOR SOCIAL CHANGE,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Design,PNS,PNS,PNS,PNS,3000,3000.0,0.0,DSF: 0000866432,False
716,4,M045,COAL. SCHOOL FOR SOCIAL CHANGE,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Construction,PNS,PNS,PNS,PNS,44000,44000.0,0.0,DSF: 0000866432,False
717,4,M045,COAL. SCHOOL FOR SOCIAL CHANGE,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,3000,3000.0,0.0,DSF: 0000866432,False
718,4,M045,COAL. SCHOOL FOR SOCIAL CHANGE,SCA CIP RESOA,FY18 RESO A WATER FOUNTAIN UPGRADES,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867408,True
719,4,M045,COAL. SCHOOL FOR SOCIAL CHANGE,SCA CIP RESOA,FY18 RESO A WATER FOUNTAIN UPGRADES,Design,PNS,PNS,PNS,PNS,3000,3000.0,0.0,DSF: 0000867408,False
720,4,M045,COAL. SCHOOL FOR SOCIAL CHANGE,SCA CIP RESOA,FY18 RESO A WATER FOUNTAIN UPGRADES,Construction,PNS,PNS,PNS,PNS,44000,44000.0,0.0,DSF: 0000867408,False
721,4,M045,COAL. SCHOOL FOR SOCIAL CHANGE,SCA CIP RESOA,FY18 RESO A WATER FOUNTAIN UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,3000,3000.0,0.0,DSF: 0000867408,False
722,4,M045,COAL. SCHOOL FOR SOCIAL CHANGE,SCA IEH,"IEH PO18-ROOMS 127, 237, 238",Construction,Complete,02/27/2017,IEH,10/12/2017,IEH,67090.0,2404.0,DSF: 0000045440,False
723,4,M045,COAL. SCHOOL FOR SOCIAL CHANGE,Fast Track Projects,CTF ROOM CONVERSION,Construction,Complete,02/22/2017,FTK,10/05/2017,FTK,613060.0,512698.0,DSF: 0000844114,False
724,4,M050,P.S. 50 - MANHATTAN,SCA CIP,EXTERIOR MASONRY/ROOFS/PARAPETS/SITE WALLS,Scope,Complete,11/02/2015,03/22/2016,07/08/2016,242446,161804.0,160747.0,"DSF: 0000830599, 0000830600, 0000830601, 0000852590",False
725,4,M050,P.S. 50 - MANHATTAN,SCA CIP,EXTERIOR MASONRY/ROOFS/PARAPETS/SITE WALLS,Design,Complete,08/19/2016,01/25/2017,05/15/2017,966439,739087.0,488929.0,"DSF: 0000830599, 0000830600, 0000830601, 0000852590",False
726,4,M050,P.S. 50 - MANHATTAN,SCA CIP,EXTERIOR MASONRY/ROOFS/PARAPETS/SITE WALLS,Construction,In-Progress,08/08/2017,09/06/2019,,17820985,16127798.0,42370.0,"DSF: 0000830599, 0000830600, 0000830601, 0000852590",False
727,4,M050,P.S. 50 - MANHATTAN,SCA CIP,EXTERIOR MASONRY/ROOFS/PARAPETS/SITE WALLS,"CM, F&E",In-Progress,08/08/2017,09/06/2019,,1174829,121514.0,107613.0,"DSF: 0000830599, 0000830600, 0000830601, 0000852590",False
728,4,M050,P.S. 50 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,Complete,01/19/2017,05/19/2017,03/21/2017,0,12948.0,2013.0,DSF: 0000844207,False
729,4,M050,P.S. 50 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,In-Progress,07/31/2017,01/03/2018,,51000,40858.0,8052.0,DSF: 0000844207,True
730,4,M050,P.S. 50 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,PNS,PNS,PNS,PNS,748000,748000.0,3572.0,DSF: 0000844207,False
731,4,M050,P.S. 50 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,51000,51000.0,13422.0,DSF: 0000844207,False
732,4,M050,P.S. 50 - MANHATTAN,SCA IEH,IEH PO18-ROOM 103,Construction,Complete,05/15/2017,IEH,08/13/2017,IEH,38660.0,4424.0,DSF: 0000046749,False
733,4,M057,P.S. 57 - MANHATTAN,SCA CIP RESOA,FY18 RESO A WATER FOUNTAIN UPGRADES,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867410,True
734,4,M057,P.S. 57 - MANHATTAN,SCA CIP RESOA,FY18 RESO A WATER FOUNTAIN UPGRADES,Design,PNS,PNS,PNS,PNS,3000,3000.0,0.0,DSF: 0000867410,False
735,4,M057,P.S. 57 - MANHATTAN,SCA CIP RESOA,FY18 RESO A WATER FOUNTAIN UPGRADES,Construction,PNS,PNS,PNS,PNS,44000,44000.0,0.0,DSF: 0000867410,False
736,15,K024,P.S. 24 - BROOKLYN,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,In-Progress,08/08/2016,DOES,,DOES,68906.0,28958.0,DSF: 0000844722,False
737,15,K027,SUMMIT ACADEMY CHARTER SCHOOL,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866670,True
738,15,K027,SUMMIT ACADEMY CHARTER SCHOOL,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,6900,6900.0,0.0,DSF: 0000866670,False
739,15,K027,SUMMIT ACADEMY CHARTER SCHOOL,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,101200,101200.0,0.0,DSF: 0000866670,False
740,15,K027,SUMMIT ACADEMY CHARTER SCHOOL,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,6900,6900.0,0.0,DSF: 0000866670,False
741,15,K027,RED HOOK NEIGHBORHOOD SCHOOL,SCA IEH,IEH PO18-TEACHERS BATHROOM NEXT TO PROJECTIN ROOM,Construction,In-Progress,04/03/2017,IEH,,IEH,4942.0,242.0,DSF: 0000045955,False
742,15,K027,RED HOOK NEIGHBORHOOD SCHOOL,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,11/25/2016,DOES,,DOES,322047.0,322047.0,DSF: 0000801622,False
743,15,K029,P.S. 29 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/14/2017,07/14/2017,09/21/2017,35000,34737.0,34737.0,DSF: 0000845223,False
744,15,K032,P.S. 32 - BROOKLYN,SCA Capacity,ADDITION,Scope,Complete,03/04/2015,08/18/2015,08/19/2015,1860650,1427722.0,1416079.0,DSF: 0000798185,False
745,15,K032,P.S. 32 - BROOKLYN,SCA Capacity,ADDITION,Design,Complete,08/20/2015,04/01/2016,03/10/2017,5954080,4025375.0,2093863.0,DSF: 0000798185,False
746,15,K032,P.S. 32 - BROOKLYN,SCA Capacity,ADDITION,Construction,In-Progress,07/12/2017,07/10/2021,,83505972,75742675.0,1870759.0,DSF: 0000798185,False
747,15,K032,P.S. 32 - BROOKLYN,SCA Capacity,ADDITION,"CM,Art,F&E",In-Progress,07/12/2017,07/10/2021,,11759308,4643029.0,924065.0,DSF: 0000798185,False
748,15,K032,P.S. 032 SAMUEL MILLS SPROLE,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,10/03/2017,02/01/2018,,35000,34736.0,34736.0,DSF: 0000845224,True
749,15,K038,P.S. 38 - BROOKLYN,SCA IEH,IEH PO18-RM 338,Construction,In-Progress,08/14/2017,IEH,,IEH,25338.0,632.0,DSF: 0000048172,False
750,15,K038,P.S. 38 - BROOKLYN,DOE- RESOA,FY16 RESO A TOILETS - STUDENTS,Construction,In-Progress,07/01/2017,DOER,,150000,136836.0,136836.0,DSF: 0000822915,False
751,15,K039,P.S. 39 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/26/2017,01/15/2018,09/18/2017,35000,34737.0,34737.0,DSF: 0000845227,False
752,15,K058,P.S. 58 - BROOKLYN,SCA CIP,PLANYC BOILER/PLANYC CLIMATE CONTROL,Scope,Complete,05/12/2017,10/13/2017,06/16/2017,100975,65087.0,57657.0,"DSF: 0000798389, 0000798396",False
753,15,K058,P.S. 58 - BROOKLYN,SCA CIP,PLANYC BOILER/PLANYC CLIMATE CONTROL,Design,Complete,06/19/2017,11/20/2017,10/25/2017,403898,144800.0,144800.0,"DSF: 0000798389, 0000798396",False
754,15,K058,P.S. 58 - BROOKLYN,SCA CIP,PLANYC BOILER/PLANYC CLIMATE CONTROL,Construction,PNS,PNS,PNS,PNS,7573099,7573099.0,15844.0,"DSF: 0000798389, 0000798396",False
755,15,K058,P.S. 58 - BROOKLYN,SCA CIP,PLANYC BOILER/PLANYC CLIMATE CONTROL,"CM, F&E",PNS,PNS,PNS,PNS,471215,471215.0,9779.0,"DSF: 0000798389, 0000798396",False
756,15,K058,P.S. 58 - BROOKLYN,SCA IEH,"IEH PO18-RMS 315,220,215,213,205",Construction,Complete,05/12/2017,IEH,07/30/2017,IEH,121242.0,6124.0,DSF: 0000046730,False
757,15,K058,P.S. 58 - BROOKLYN,SCA IEH,"IEH PO18-RMS 305,307,327,316,227",Construction,In-Progress,11/16/2017,IEH,,IEH,112782.0,3848.0,DSF: 0000049365,False
758,15,K058,P.S. 058 THE CARROLL,DIIT - RESOA,FY15 RESO A TECHNOLOGY,Purch & Install,Complete,06/20/2017,07/12/2017,10/06/2017,35000,34737.0,34737.0,DSF: 0000800533,False
759,15,K088,I.S. 88 - BROOKLYN,SCA CIP,PLANYC BOILER REPLACEMENT/PLANYC CLIMATE CONTROL,Scope,Complete,07/19/2013,12/20/2013,01/31/2014,88440,99446.0,99446.0,"DSF: 0000775609, 0000775610",False
760,15,K088,I.S. 88 - BROOKLYN,SCA CIP,PLANYC BOILER REPLACEMENT/PLANYC CLIMATE CONTROL,Design,Complete,02/03/2014,07/03/2014,07/27/2016,353760,397776.0,342827.0,"DSF: 0000775609, 0000775610",True
761,15,K088,I.S. 88 - BROOKLYN,SCA CIP,PLANYC BOILER REPLACEMENT/PLANYC CLIMATE CONTROL,Construction,In-Progress,10/17/2016,06/08/2018,,6633000,6212675.0,3635527.0,"DSF: 0000775609, 0000775610",False
762,15,K088,I.S. 88 - BROOKLYN,SCA CIP,PLANYC BOILER REPLACEMENT/PLANYC CLIMATE CONTROL,"CM, F&E",In-Progress,10/17/2016,06/08/2018,,412720,361938.0,361128.0,"DSF: 0000775609, 0000775610",False
763,15,K088,I.S. 88 - BROOKLYN,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867302,True
764,15,K088,I.S. 88 - BROOKLYN,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Design,PNS,PNS,PNS,PNS,30000,30000.0,0.0,DSF: 0000867302,False
765,15,K088,I.S. 88 - BROOKLYN,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,440000,440000.0,0.0,DSF: 0000867302,False
766,15,K088,I.S. 88 - BROOKLYN,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,30000,30000.0,0.0,DSF: 0000867302,False
767,15,K088,I.S. 88 - BROOKLYN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,Complete,02/15/2017,F&E,10/02/2017,100000,100000.0,99895.0,DSF: 0000844288,False
768,15,K088,I.S. 88 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,06/21/2017,07/21/2017,,60000,57951.0,57951.0,DSF: 0000844875,True
769,15,K094,P.S. 94 - BROOKLYN,SCA CIP,EXT MASONRY/WINDOWS/FLOOD ELIMINATION,Scope,Complete,01/25/2017,06/09/2017,02/08/2017,67910,186152.0,140526.0,"DSF: 0000821882, 0000846897, 0000846900",True
770,15,K094,P.S. 94 - BROOKLYN,SCA CIP,EXT MASONRY/WINDOWS/FLOOD ELIMINATION,Design,In-Progress,02/10/2017,07/13/2017,,270138,279256.0,134323.0,"DSF: 0000821882, 0000846897, 0000846900",True
771,15,K094,P.S. 94 - BROOKLYN,SCA CIP,EXT MASONRY/WINDOWS/FLOOD ELIMINATION,Construction,PNS,PNS,PNS,PNS,4930293,4930293.0,14159.0,"DSF: 0000821882, 0000846897, 0000846900",False
772,15,K094,P.S. 94 - BROOKLYN,SCA CIP,EXT MASONRY/WINDOWS/FLOOD ELIMINATION,"CM, F&E",PNS,PNS,PNS,PNS,336434,336434.0,22609.0,"DSF: 0000821882, 0000846897, 0000846900",False
773,15,K094,P.S. 94 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867291,True
774,15,K094,P.S. 94 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Design,PNS,PNS,PNS,PNS,24000,24000.0,0.0,DSF: 0000867291,False
775,15,K094,P.S. 94 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Construction,PNS,PNS,PNS,PNS,352000,352000.0,0.0,DSF: 0000867291,False
776,15,K094,P.S. 94 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,"CM, F&E",PNS,PNS,PNS,PNS,24000,24000.0,0.0,DSF: 0000867291,False
777,15,K094,P.S. 94 - BROOKLYN,SCA IEH,"IEH PO18-RM 413A -BATHROOM, RM 309 -COMPUTER RM CL",Construction,In-Progress,11/10/2016,IEH,,IEH,10251.0,1751.0,DSF: 0000043648,False
778,15,K094,P.S. 94 - BROOKLYN,SCA IEH,IEH PO18-RM 302,Construction,Complete,04/21/2017,IEH,07/15/2017,IEH,33424.0,1248.0,DSF: 0000046346,False
779,15,K094,P.S. 94 - BROOKLYN,SCA IEH,IEH PO18-HALLWAY & STAIRWELLS ON 2ND FL,Construction,In-Progress,08/09/2017,IEH,,IEH,7836.0,436.0,DSF: 0000048066,False
780,15,K094,P.S. 94 - BROOKLYN,SCA IEH,"IEH PO18-RM 212,205,203,201",Construction,Complete,08/22/2017,IEH,08/24/2017,IEH,46026.0,6930.0,DSF: 0000048326,False
781,15,K094,P.S. 94 - BROOKLYN,SCA IEH,IEH PO18-VESTIBULE,Construction,In-Progress,12/15/2017,IEH,,IEH,20762.0,1486.0,DSF: 0000049826,False
782,15,K107,P.S. 107 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/ROOFS/PARAPETS,Scope,Complete,05/05/2017,09/20/2017,11/06/2017,60445,70689.0,37430.0,"DSF: 0000869783, 0000869784, 0000869785",False
783,15,K107,P.S. 107 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/ROOFS/PARAPETS,Design,In-Progress,11/29/2017,05/02/2018,,239847,239847.0,8321.0,"DSF: 0000869783, 0000869784, 0000869785",True
784,15,K107,P.S. 107 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/ROOFS/PARAPETS,Construction,PNS,PNS,PNS,PNS,4323727,4323727.0,1706.0,"DSF: 0000869783, 0000869784, 0000869785",False
785,15,K107,P.S. 107 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/ROOFS/PARAPETS,"CM, F&E",PNS,PNS,PNS,PNS,307188,307188.0,6611.0,"DSF: 0000869783, 0000869784, 0000869785",False
786,15,K107,P.S. 107 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/21/2017,07/21/2017,09/26/2017,35000,34737.0,34737.0,DSF: 0000845214,False
787,15,K124,P.S. 124 - BROOKLYN,SCA CIP,FLOOD/ROOFS/PARAPETS/EXT MASONRY,Scope,Complete,04/27/2015,09/10/2015,11/02/2015,87193,92975.0,88660.0,"DSF: 0000802950, 0000825393, 0000825394, 0000843697",False
788,15,K124,P.S. 124 - BROOKLYN,SCA CIP,FLOOD/ROOFS/PARAPETS/EXT MASONRY,Design,Complete,12/08/2015,05/10/2016,07/12/2016,326362,240527.0,183399.0,"DSF: 0000802950, 0000825393, 0000825394, 0000843697",False
789,15,K124,P.S. 124 - BROOKLYN,SCA CIP,FLOOD/ROOFS/PARAPETS/EXT MASONRY,Construction,In-Progress,07/10/2017,10/02/2018,,4107567,3675766.0,36525.0,"DSF: 0000802950, 0000825393, 0000825394, 0000843697",False
790,15,K124,P.S. 124 - BROOKLYN,SCA CIP,FLOOD/ROOFS/PARAPETS/EXT MASONRY,"CM, F&E",In-Progress,07/10/2017,10/02/2018,,698295,15572.0,15572.0,"DSF: 0000802950, 0000825393, 0000825394, 0000843697",False
791,15,K124,P.S. 121 - BROOKLYN,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Scope,Complete,06/22/2017,08/22/2017,07/28/2017,0,1959.0,1959.0,DSF: 0000822899,False
792,15,K124,P.S. 121 - BROOKLYN,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Design,Complete,08/09/2017,11/06/2017,10/24/2017,12000,7944.0,7944.0,DSF: 0000822899,False
793,15,K124,P.S. 121 - BROOKLYN,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,176000,176000.0,0.0,DSF: 0000822899,False
794,15,K124,P.S. 121 - BROOKLYN,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,12000,12000.0,2410.0,DSF: 0000822899,False
795,15,K124,P.S. 124 SILAS B. DUTCHER,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,12/26/2017,01/25/2018,,125000,124060.0,124060.0,DSF: 0000845215,True
796,15,K130,P.S. 130 - BROOKLYN,SCA CIP,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,Scope,Complete,02/21/2014,07/08/2014,06/20/2014,195166,209264.0,209239.0,"DSF: 0000779686, 0000803012, 0000803013",False
797,15,K130,P.S. 130 - BROOKLYN,SCA CIP,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,Design,Complete,12/22/2014,05/26/2015,05/15/2015,770803,487703.0,339157.0,"DSF: 0000779686, 0000803012, 0000803013",False
798,15,K130,P.S. 130 - BROOKLYN,SCA CIP,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,Construction,In-Progress,12/12/2016,10/02/2018,,13567567,12224391.0,4762181.0,"DSF: 0000779686, 0000803012, 0000803013",False
799,15,K130,P.S. 130 - BROOKLYN,SCA CIP,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,"CM, F&E",In-Progress,12/12/2016,10/02/2018,,1038961,353830.0,352846.0,"DSF: 0000779686, 0000803012, 0000803013",False
800,15,K130,P.S. 130 - BROOKLYN,SCA IEH,IEH PO18-RM 304,Construction,Complete,10/13/2017,IEH,10/21/2017,IEH,27286.0,2820.0,DSF: 0000049007,False
801,15,K130,P.S. 130 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,277505.0,0.0,DSF: 0000776750,True
802,15,K130,P.S. 130 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/19/2017,07/19/2017,10/05/2017,35000,34737.0,34737.0,DSF: 0000845216,False
803,15,K130,P.S. 130 - BROOKLYN,DOE - Skilled Trades,WATER HEATER REPLACEMENT,Construction,In-Progress,02/09/2017,DOES,,DOES,51799.0,0.0,DSF: 0000866084,True
804,15,K130,P.S. 130 - BROOKLYN,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,Scope,PNS,PNS,PNS,PNS,50000,50000.0,0.0,DSF: 0000867344,False
805,15,K130,P.S. 130 - BROOKLYN,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,Design,PNS,PNS,PNS,PNS,150000,150000.0,0.0,DSF: 0000867344,False
806,15,K130,P.S. 130 - BROOKLYN,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,Construction,PNS,PNS,PNS,PNS,500000,500000.0,0.0,DSF: 0000867344,False
807,15,K130,P.S. 130 - BROOKLYN,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,F&E,PNS,PNS,PNS,PNS,135000,135000.0,0.0,DSF: 0000867344,False
808,15,K131,P.S. 131 - BROOKLYN,SCA CIP,WATER PENETRATION/FLOOD/PARAPETS/ROOFS,Scope,Complete,06/12/2014,10/28/2014,11/12/2014,204472,206545.0,173360.0,"DSF: 0000779700, 0000803027, 0000803029, 0000803030",False
