project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_phase_actual_start_date,project_phase_planned_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure,borough,over_budget_percentage,over_budget_amount,start_and_planned_end_diff
M017,P.S. 212 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,140221.0,0.0,DSF: 0000777067,True,manhattan,,,190.0
M017,I.S. 17 MANHATTAN ACADEMY TECH,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,2017-05-12,,,800.0,0.0,DSF:,True,manhattan,,,
M033,P.S. 33 - MANHATTAN,DOE- RESOA,FY17 RESO A BATHROOM UPGRADES,Construction,2017-06-29,,68600.0,68600.0,68600.0,DSF: 0000844811,False,manhattan,0.0,0.0,
M033,P.S. 33 - MANHATTAN,Trust For Public Lan,FY17 RESO A PLAYGROUND REDEVELOPMENT,Design,2017-05-05,2018-06-30,20000.0,20000.0,0.0,DSF: 0000844810,False,manhattan,100.0,20000.0,421.0
M040,I.S. 255 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,128376.0,0.0,DSF: 0000777077,True,manhattan,,,190.0
M040,P.S. 40 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,128376.0,0.0,DSF: 0000777076,False,manhattan,,,190.0
M040,P.S. 40 - MANHATTAN,DOE- RESOA,FY17 RESO A TOILETS-STAFF,Construction,2017-02-17,,210000.0,162671.0,162671.0,DSF: 0000844794,False,manhattan,23.0,47329.0,
M040,I.S. 255 - MANHATTAN,DOE- RESOA,FY17 RESO A ART ROOM RENOVATION,Construction,2017-07-20,,178075.0,178075.0,163502.0,DSF: 0000844796,False,manhattan,8.0,14573.0,
M040,P.S. 40 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-07-05,,,65602.0,65602.0,DSF: 0000865995,False,manhattan,,,
M041,P.S. 41 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,236757.0,0.0,DSF: 0000777078,True,manhattan,,,190.0
M047,J.H.S. 47 (SCH FOR THE DEAF),SCA CIP,PARAPETS/WINDOWS/EXTERIOR MASONRY,Construction,2017-02-21,2018-08-14,3039148.0,2861826.0,1546865.0,"DSF: 0000030133, 0000785119, 0000801088",False,manhattan,49.0,1492283.0,539.0
M047,J.H.S. 47 (SCH FOR THE DEAF),SCA CIP,PARAPETS/WINDOWS/EXTERIOR MASONRY,"CM, F&E",2017-02-21,2018-08-14,452772.0,247995.0,243703.0,"DSF: 0000030133, 0000785119, 0000801088",False,manhattan,46.0,209069.0,539.0
M047,J.H.S. 47 (SCH FOR THE DEAF) -,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,272799.0,0.0,DSF: 0000777084,True,manhattan,,,190.0
M058,M035 SPED - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,246657.0,0.0,DSF: 0000777089,True,manhattan,,,190.0
M070,NYC LAB MIDDLE SCHOOL - M,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Construction,2017-06-05,2018-06-04,984425.0,868425.0,161275.0,DSF: 0000808720,False,manhattan,84.0,823150.0,364.0
M070,NYC LAB MIDDLE SCHOOL - M,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,"CM, F&E",2017-06-05,2018-06-04,228150.0,58896.0,58896.0,DSF: 0000808720,False,manhattan,74.0,169254.0,364.0
M070,NYC LAB HS - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,92197.0,0.0,DSF: 0000777098,True,manhattan,,,190.0
M070,NYC LAB MIDDLE SCHOOL - MANHAT,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,92197.0,0.0,DSF: 0000777097,True,manhattan,,,190.0
M070,NYC LAB MIDDLE SCHOOL - MANHAT,DOE- RESOA,FY16 RESO A GYMNASIUM UPGRADE,Construction,2016-07-08,,150000.0,334500.0,334500.0,DSF: 0000822308,True,manhattan,-123.0,-184500.0,
M089,P.S. 89 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,151479.0,0.0,DSF: 0000777106,True,manhattan,,,190.0
M089,I.S. 89 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,151479.0,0.0,DSF: 0000777107,True,manhattan,,,190.0
M089,P.S. 89 - MANHATTAN,DOE - Skilled Trades,GYMNASIUM FLOOR,Construction,2016-05-26,,,18246.0,18246.0,DSF: 0000842684,False,manhattan,,,
M104,I.S. 104 - MANHATTAN,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,Design,2017-11-08,2018-03-08,30000.0,28929.0,4284.0,DSF: 0000844883,True,manhattan,86.0,25716.0,120.0
M104,I.S. 104 - MANHATTAN,DOE - Skilled Trades,WATER HEATERS,Construction,2016-06-01,,,270403.0,270403.0,DSF: 0000785705,False,manhattan,,,
M104,I.S. 104 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-06,,,170000.0,1529.0,DSF: 0000866001,False,manhattan,,,
M111,P.S. 111 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Scope,2017-12-12,2018-02-12,0.0,154.0,154.0,DSF: 0000867224,True,manhattan,-inf,-154.0,62.0
M114,I.S. 114 - MANHATTAN,SCA CIP RESOA,FY16 RESO A ROOFTOP GREENHOUSE,Design,2016-05-18,2016-10-19,126187.0,100048.0,48639.0,DSF: 0000823590,True,manhattan,61.0,77548.0,154.0
M116,P.S. 116 - MANHATTAN,DOE- RESOA,FY17 RESO A TOILETS-STUDENTS,Construction,2017-07-05,,125000.0,125000.0,68416.0,DSF: 0000844884,False,manhattan,45.0,56584.0,
M116,P.S. 116 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-06,,,170000.0,0.0,DSF: 0000866004,True,manhattan,,,
M126,P.S. 126 - MANHATTAN,DOE- RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Construction,2017-08-14,,102377.0,102377.0,102377.0,DSF: 0000844768,False,manhattan,0.0,0.0,
M131,I.S. 131 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,8275.0,0.0,DSF: 0000777113,True,manhattan,,,190.0
M158,P.S. 158 - MANHATTAN,SCA CIP,PLAYGROUNDS,Scope,2017-12-18,2018-03-21,16772.0,16772.0,0.0,DSF: 0000876316,True,manhattan,100.0,16772.0,93.0
M158,P.S. 158 - MANHATTAN,SCA CIP RESOA,FY14 RESO A IP SURVEILLANCE CAMERA,Design,2017-11-17,2018-05-16,15000.0,15921.0,15162.0,DSF: 0000799340,False,manhattan,-1.0,-162.0,180.0
X240,P.S. 555 - BRONX,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,9456.0,0.0,DSF: 0000777203,True,bronx,,,190.0
X400,BRONX INTERNATIONAL - BRONX,SCA CIP,TERRA COTTA REPL/FLOOD/ROOFS/WINDOW/INTERIOR SPACE,Construction,2017-07-24,2021-12-09,42073721.0,37858025.0,106840.0,"DSF: 0000800334, 0000842000, 0000844751, 0000844752, 0000844753",False,bronx,100.0,41966881.0,1599.0
X400,BRONX INTERNATIONAL - BRONX,SCA CIP,TERRA COTTA REPL/FLOOD/ROOFS/WINDOW/INTERIOR SPACE,"CM, F&E",2017-07-24,2021-12-09,2961572.0,153724.0,153507.0,"DSF: 0000800334, 0000842000, 0000844751, 0000844752, 0000844753",False,bronx,95.0,2808065.0,1599.0
X400,BRONX INTERNATIONAL - BRONX,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,2017-10-25,2018-04-25,20985.0,20985.0,11595.0,DSF: 0000867075,False,bronx,45.0,9390.0,182.0
X410,HS OF BUSINESS - BRONX,SCA CIP,ATHLETIC FIELD RETAINING WALL,Construction,2017-11-13,2018-11-12,1372500.0,1243304.0,60224.0,DSF: 0000864012,False,bronx,96.0,1312276.0,364.0
X410,HS OF BUSINESS - BRONX,SCA CIP,ATHLETIC FIELD RETAINING WALL,"CM, F&E",2017-11-13,2018-11-12,85400.0,34267.0,34267.0,DSF: 0000864012,False,bronx,60.0,51133.0,364.0
X410,HS OF BUSINESS - BRONX,SCA CIP,IP SURVEILLANCE CAMERAS,Construction,2017-07-24,2018-06-08,595465.0,529239.0,147194.0,DSF: 0000843855,False,bronx,75.0,448271.0,319.0
X410,HS OF BUSINESS - BRONX,SCA CIP,IP SURVEILLANCE CAMERAS,"CM, F&E",2017-07-24,2018-06-08,321210.0,231184.0,51022.0,DSF: 0000843855,False,bronx,84.0,270188.0,319.0
X410,HS OF BUSINESS - BRONX,SCA CIP,PARAPETS/WINDOWS/EXTERIOR MASONRY,Scope,2017-12-18,2018-05-04,381244.0,381244.0,0.0,"DSF: 0000886604, 0000886605, 0000886606",True,bronx,100.0,381244.0,137.0
X410,BRONX HIGH SCHOOL FOR MEDICAL,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-12-26,2018-01-25,50000.0,49625.0,49625.0,DSF: 0000844622,True,bronx,1.0,375.0,30.0
X410,BRONX HIGH SCHOOL FOR MEDICAL,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-12-26,2018-01-25,75000.0,74436.0,74436.0,DSF: 0000845132,True,bronx,1.0,564.0,30.0
X970,MOTT HALL BRONX HS - BRONX,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,17625.0,0.0,DSF: 0000777214,True,bronx,,,190.0
X003,P.S. 3 - BRONX,SCA CIP,HVAC CONTROLS/VENTILATION,Construction,2017-06-12,2018-12-03,6061500.0,5479401.0,299861.0,"DSF: 0000793656, 0000816873",False,bronx,95.0,5761639.0,539.0
X003,P.S. 3 - BRONX,SCA CIP,HVAC CONTROLS/VENTILATION,"CM, F&E",2017-06-12,2018-12-03,377160.0,89078.0,88153.0,"DSF: 0000793656, 0000816873",False,bronx,77.0,289007.0,539.0
X003,P.S. 3 - BRONX,SCA CIP,DTERIORATED COPING STONES/PAVED AREA CONCRETE/ROOF,Construction,2017-07-18,2019-01-08,3747582.0,3361669.0,372921.0,"DSF: 0000793663, 0000816860, 0000816867",False,bronx,90.0,3374661.0,539.0
X003,P.S. 3 - BRONX,SCA CIP,DTERIORATED COPING STONES/PAVED AREA CONCRETE/ROOF,"CM, F&E",2017-07-18,2019-01-08,447851.0,89581.0,88973.0,"DSF: 0000793663, 0000816860, 0000816867",False,bronx,80.0,358878.0,539.0
X003,P.S. 3 - BRONX,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,26072.0,0.0,DSF: 0000777175,True,bronx,,,190.0
X003,P.S. 3 - BRONX,DOE - Skilled Trades,DOMESTIC WATER HEATER REPLACEMENT,Construction,2017-04-20,,,52272.0,0.0,DSF: 0000866186,True,bronx,,,
X009,P.S. 9 - BRONX,SCA CIP,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,Construction,2015-11-19,2017-05-11,7396385.0,7149044.0,4377217.0,"DSF: 0000752356, 0000752357",False,bronx,41.0,3019168.0,539.0
X009,P.S. 9 - BRONX,SCA CIP,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,"CM, F&E",2015-11-19,2017-05-11,641116.0,902840.0,878382.0,"DSF: 0000752356, 0000752357",False,bronx,-37.0,-237266.0,539.0
X015,P.S.15 - BRONX,SCA CIP,WATER PENETRATION,Construction,2017-04-24,2018-01-18,1126555.0,985858.0,266430.0,DSF: 0000843985,False,bronx,76.0,860125.0,269.0
X015,P.S.15 - BRONX,SCA CIP,WATER PENETRATION,"CM, F&E",2017-04-24,2018-01-18,261090.0,52695.0,52695.0,DSF: 0000843985,False,bronx,80.0,208395.0,269.0
X015,P.S.15 - BRONX,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,22988.0,0.0,DSF: 0000777176,True,bronx,,,190.0
X023,P.S. 23 - BRONX,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Construction,2017-06-23,2018-06-22,418000.0,307250.0,53998.0,DSF: 0000844935,False,bronx,87.0,364002.0,364.0
X023,P.S. 23 - BRONX,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",2017-06-23,2018-06-22,28500.0,28348.0,7535.0,DSF: 0000844935,False,bronx,74.0,20965.0,364.0
X024,P.S. 24 - BRONX,DOE - Skilled Trades,CTF ROOM CONVERSION,Construction,2016-04-18,,,2886774.0,2738626.0,DSF: 0000843870,False,bronx,,,
X026,I.S. 390 - BRONX,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,14754.0,0.0,DSF: 0000777193,True,bronx,,,190.0
X026,I.S. 390 - BRONX,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-07,,,170000.0,1713.0,DSF: 0000866059,False,bronx,,,
X032,P.S. 32 - BRONX,SCA CIP,EXTERIOR MASONRY/WINDOWS/PARAPETS,Construction,2017-02-13,2018-08-06,7021197.0,6365771.0,2063054.0,"DSF: 0000839282, 0000844014, 0000844015",False,bronx,71.0,4958143.0,539.0
X032,P.S. 32 - BRONX,SCA CIP,EXTERIOR MASONRY/WINDOWS/PARAPETS,"CM, F&E",2017-02-13,2018-08-06,446117.0,125335.0,120679.0,"DSF: 0000839282, 0000844014, 0000844015",False,bronx,73.0,325438.0,539.0
X032,P.S. 32 - BRONX,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,2017-11-15,2018-05-14,25050.0,23361.0,3975.0,DSF: 0000844990,False,bronx,84.0,21075.0,180.0
X032,P.S. 32 - BRONX,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,2017-09-22,,,800.0,0.0,DSF:,True,bronx,,,
X033,P.S. 33 - BRONX,SCA CIP,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,Construction,2014-06-25,2015-12-16,5432626.0,5254679.0,4930506.0,"DSF: 0000752358, 0000752359",False,bronx,9.0,502120.0,539.0
X033,P.S. 33 - BRONX,SCA CIP,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,"CM, F&E",2014-06-25,2015-12-16,338030.0,471052.0,452343.0,"DSF: 0000752358, 0000752359",False,bronx,-34.0,-114313.0,539.0
X033,P.S. 33 - BRONX,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,2017-09-22,,,800.0,0.0,DSF:,True,bronx,,,
X033,P.S. 33 - BRONX,DOE- RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,2017-07-01,,250000.0,250000.0,238840.0,DSF: 0000822723,False,bronx,4.0,11160.0,
X037,P.S. 37 - BRONX,SCA CIP,FLOOD ELIMINATION,Scope,2017-12-18,2018-05-04,17542.0,17542.0,0.0,DSF: 0000883946,True,bronx,100.0,17542.0,137.0
X037,P.S. 37 - BRONX,DOE - Skilled Trades,WATER HEATER REPLACEMENT,Construction,2017-02-08,,,51838.0,0.0,DSF: 0000861317,True,bronx,,,
X045,I.S. 45 - BRONX,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-07,,,170000.0,552.0,DSF: 0000866061,False,bronx,,,
X046,P.S. 46 - BRONX,SCA Capacity,ADDITION,Construction,2017-01-03,2020-06-25,94784316.0,85874917.0,12202787.0,DSF: 0000798175,False,bronx,87.0,82581529.0,1269.0
X046,P.S. 46 - BRONX,SCA Capacity,ADDITION,"CM,Art,F&E",2017-01-03,2020-06-25,13347524.0,5330356.0,863063.0,DSF: 0000798175,False,bronx,94.0,12484461.0,1269.0
M167,I.S. 167 - MANHATTAN,SCA CIP,FACADE DAMAGE/SITE WORK/FLOOD/PARAPET/WINDOWS/ROOF,Construction,2015-11-19,2017-05-11,8145807.0,11032884.0,7398329.0,"DSF: 0000024953, 0000786448, 0000786449, 0000786456, 0000799887, 0000853820",False,manhattan,9.0,747478.0,539.0
M167,I.S. 167 - MANHATTAN,SCA CIP,FACADE DAMAGE/SITE WORK/FLOOD/PARAPET/WINDOWS/ROOF,"CM, F&E",2015-11-19,2017-05-11,971898.0,893966.0,754170.0,"DSF: 0000024953, 0000786448, 0000786449, 0000786456, 0000799887, 0000853820",False,manhattan,22.0,217728.0,539.0
M167,I.S. 167 - MANHATTAN,DOE - Skilled Trades,CAFETERIA SERVING LINES,Construction,2017-05-01,,,450000.0,0.0,DSF: 0000821602,True,manhattan,,,
M167,I.S. 167 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-07,,,170000.0,1286.0,DSF: 0000866007,False,manhattan,,,
M183,P.S. 183 - MANHATTAN,SCA CIP,EXTERIOR MASONRY/FLOOD ELIMINATION/ PARAPETS/ROOFS,Construction,2014-09-15,2016-12-02,13415475.0,12321449.0,11631156.0,"DSF: 0000753130, 0000777289, 0000777290, 0000799938",False,manhattan,13.0,1784319.0,809.0
M183,P.S. 183 - MANHATTAN,SCA CIP,EXTERIOR MASONRY/FLOOD ELIMINATION/ PARAPETS/ROOFS,"CM, F&E",2014-09-15,2016-12-02,1139520.0,679553.0,679553.0,"DSF: 0000753130, 0000777289, 0000777290, 0000799938",False,manhattan,40.0,459967.0,809.0
M190,P.S. 290 - MANHATTAN,SCA CIP,FLOOD ELIMINATION/ROOFS/PARAPETS,Scope,2017-12-18,2018-05-04,61782.0,61782.0,0.0,"DSF: 0000876611, 0000876613, 0000876614",True,manhattan,100.0,61782.0,137.0
M190,P.S. 290 - MANHATTAN,SCA CIP RESOA,FY15 RESO A - GREENROOF,Design,2017-04-20,2017-09-20,98914.0,199810.0,117848.0,DSF: 0000754506,False,manhattan,-19.0,-18934.0,153.0
M198,P.S. 198 - MANHATTAN,SCA CIP,WINDOWS/ROOFS/PARAPETS,Construction,2017-05-15,2018-11-05,8852502.0,8038026.0,318024.0,"DSF: 0000786768, 0000786769, 0000786770",False,manhattan,96.0,8534478.0,539.0
M198,P.S. 198 - MANHATTAN,SCA CIP,WINDOWS/ROOFS/PARAPETS,"CM, F&E",2017-05-15,2018-11-05,644650.0,105364.0,105011.0,"DSF: 0000786768, 0000786769, 0000786770",False,manhattan,84.0,539639.0,539.0
M271,P.S./I.S. 217 ROOSEVELT ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-12-07,2018-01-06,35000.0,34736.0,34736.0,DSF: 0000845170,True,manhattan,1.0,264.0,30.0
M323,I.S. 323 - MANHATTAN,SCA Capacity,NEW SCHOOL,Construction,2015-03-09,2017-06-15,110876040.0,115006550.0,79347056.0,DSF: 0000798235,False,manhattan,28.000000000000004,31528984.0,829.0
M323,I.S. 323 - MANHATTAN,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",2015-03-09,2017-06-15,15613560.0,9047398.0,3623073.0,DSF: 0000798235,False,manhattan,77.0,11990487.0,829.0
M323,M000 - MANHATTAN,SCA CIP RESOA,FY17 RESO A GREEN ROOF,Construction,2015-03-09,2017-06-15,308000.0,308000.0,0.0,DSF: 0000844806,False,manhattan,100.0,308000.0,829.0
M323,M000 - MANHATTAN,SCA CIP RESOA,FY17 RESO A GREEN ROOF,"CM, F&E",2015-03-09,2017-06-15,21000.0,21000.0,1218.0,DSF: 0000844806,False,manhattan,94.0,19782.0,829.0
M440,LANDMARK HS - MANHATTAN,DOE- RESOA,FY15 RESO A ROOM CONVERSIONS / PART,Construction,2016-04-08,,93000.0,93000.0,0.0,DSF: 0000800468,False,manhattan,100.0,93000.0,
M440,JAMES BALDWIN SCHOOL - MANHATT,DOE - Skilled Trades,ACE STEAM SYSTEM OPTIMIZATION,Construction,2016-10-12,,,196107.0,196107.0,DSF: 0000822656,False,manhattan,,,
M440,HUDSON HS OF LEARNING TECH - M,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-06,,,170000.0,1882.0,DSF: 0000866011,False,manhattan,,,
M445,NEW DESIGN HS - MANHATTAN,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,2017-11-29,2018-05-25,38413.0,38413.0,7471.0,DSF: 0000867043,False,manhattan,81.0,30942.0,177.0
M445,ESSEX STREET ACADEMY - MANHATT,SCA CIP RESOA,FY17 RESO A BOYS LOCKER ROOM UPGRADE,Scope,2017-12-15,2018-04-19,0.0,154.0,154.0,DSF: 0000844183,True,manhattan,-inf,-154.0,125.0
M460,WASHINGTON IRVING H.S.,SCA CIP,WATER STORAGE TANK,Construction,2011-10-11,2012-11-03,1350096.0,2509750.0,2077932.0,DSF: 0000675235,True,manhattan,-54.0,-727836.0,389.0
M460,WASHINGTON IRVING H.S.,SCA CIP,WATER STORAGE TANK,"CM, F&E",2011-10-11,2012-11-03,95161.0,632018.0,615914.0,DSF: 0000675235,True,manhattan,-547.0,-520753.0,389.0
M460,WASHINGTON IRVING HS - M,SCA CIP,EXT. MASONRY/ROOF/PARAPET/ FLOOD ELIM./WINDOWS/GYM,Construction,2016-12-12,2019-12-11,48665204.0,44414510.0,9243952.0,"DSF: 0000764372, 0000786993, 0000786994, 0000799952, 0000799953, 0000821658",False,manhattan,81.0,39421252.0,1094.0
M460,WASHINGTON IRVING HS - M,SCA CIP,EXT. MASONRY/ROOF/PARAPET/ FLOOD ELIM./WINDOWS/GYM,"CM, F&E",2016-12-12,2019-12-11,3233363.0,839645.0,830120.0,"DSF: 0000764372, 0000786993, 0000786994, 0000799952, 0000799953, 0000821658",False,manhattan,74.0,2403243.0,1094.0
M460,GRAMERCY ARTS HS - MANHATTAN,SCA CIP,IP SURVEILLANCE CAMERAS,Construction,2017-06-27,2018-03-23,451390.0,399079.0,1313.0,DSF: 0000843852,False,manhattan,100.0,450077.0,269.0
M460,GRAMERCY ARTS HS - MANHATTAN,SCA CIP,IP SURVEILLANCE CAMERAS,"CM, F&E",2017-06-27,2018-03-23,314545.0,264191.0,23036.0,DSF: 0000843852,False,manhattan,93.0,291509.0,269.0
M460,WASHINGTON IRVING HS - MANHATT,SCA CIP,ELECTRICAL SYSTEMS/PA SYSTEM,Construction,2017-02-21,2019-02-21,6998625.0,6339076.0,1522807.0,"DSF: 0000810292, 0000832371",False,manhattan,78.0,5475818.0,730.0
M460,WASHINGTON IRVING HS - MANHATT,SCA CIP,ELECTRICAL SYSTEMS/PA SYSTEM,"CM, F&E",2017-02-21,2019-02-21,435470.0,287431.0,287116.0,"DSF: 0000810292, 0000832371",False,manhattan,34.0,148354.0,730.0
X054,P.S. 54 - BRONX,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Scope,2017-12-21,2018-03-26,0.0,0.0,0.0,DSF: 0000867351,True,bronx,,0.0,95.0
X059,P.S. 59 - BRONX,SCA IEH,"IEH PO18-CAFETERIA, MEDICAL SUITE, PTA SUITE",Construction,2017-11-27,,,1626.0,1126.0,DSF: 0000049495,False,bronx,,,
X059,P.S. 59 - BRONX,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-07,,,170000.0,622.0,DSF: 0000866064,False,bronx,,,
X080,P.S. 280 - BRONX,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,2017-12-08,2018-05-11,16500.0,8754.0,2155.0,DSF: 0000844769,True,bronx,87.0,14345.0,154.0
X081,P.S. 81 - BRONX,SCA CIP,WINDOW/ROOFS/EXT MASONRY/FLOOD,Construction,2016-10-20,2018-04-12,3624098.0,4064417.0,3211456.0,"DSF: 0000794989, 0000818176, 0000818178, 0000818181",False,bronx,11.0,412642.0,539.0
X081,P.S. 81 - BRONX,SCA CIP,WINDOW/ROOFS/EXT MASONRY/FLOOD,"CM, F&E",2016-10-20,2018-04-12,635807.0,371008.0,343220.0,"DSF: 0000794989, 0000818176, 0000818178, 0000818181",False,bronx,46.0,292587.0,539.0
X081,P.S. 81 - BRONX,SCA IEH,"IEH PO18-RMS 111,112,122",Construction,2017-09-06,,,89010.0,6294.0,DSF: 0000048566,False,bronx,,,
X081,P.S. 81 - BRONX,DOE - Skilled Trades,ACE- STEAM SYSTEM UPGRADE,Construction,2016-02-19,,,309916.0,309916.0,DSF: 0000799850,False,bronx,,,
X085,P.S. 85 - BRONX,SCA CIP,EXT MASONRY/PARAPETS/ROOFS/SECURITY LIGHTING/FLOOD,Construction,2017-04-20,2019-04-19,10731200.0,9700675.0,1664661.0,"DSF: 0000795066, 0000795068, 0000795069, 0000795070, 0000821925",False,bronx,84.0,9066539.0,729.0
X085,P.S. 85 - BRONX,SCA CIP,EXT MASONRY/PARAPETS/ROOFS/SECURITY LIGHTING/FLOOD,"CM, F&E",2017-04-20,2019-04-19,939503.0,211873.0,209808.0,"DSF: 0000795066, 0000795068, 0000795069, 0000795070, 0000821925",False,bronx,78.0,729695.0,729.0
X085,P.S. 85 - BRONX,SCA IEH,IEH PO18-4TH FL HALLWAY,Construction,2017-10-05,,,73886.0,1164.0,DSF: 0000048887,False,bronx,,,
X086,P.S. 86 - BRONX,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,30671.0,0.0,DSF: 0000777181,True,bronx,,,190.0
X091,P.S. 91 - BRONX,DOE- RESOA,FY15 RESO A TOILETS - STUDENTS,Construction,2016-08-08,,150000.0,158503.0,158503.0,DSF: 0000800463,False,bronx,-6.0,-8503.0,
X091,P.S. 91 - BRONX,DOE - Skilled Trades,GYM FLOOR REPLACEMENT,Construction,2016-09-01,,,163283.0,162283.0,DSF: 0000845577,False,bronx,,,
X095,P.S. 95 - BRONX,SCA CIP,DEFECTIVE MASONRY/PARAPETS,Construction,2017-08-22,2019-04-13,8560125.0,7813374.0,25439.0,"DSF: 0000795267, 0000795268",False,bronx,100.0,8534686.0,599.0
X095,P.S. 95 - BRONX,SCA CIP,DEFECTIVE MASONRY/PARAPETS,"CM, F&E",2017-08-22,2019-04-13,532630.0,32631.0,32035.0,"DSF: 0000795267, 0000795268",False,bronx,94.0,500595.0,599.0
X095,P.S. 95 - BRONX,DOE- RESOA,FY16 RESO A ELECTRICAL SYSTEMS,Construction,2016-08-01,,100000.0,95773.0,95773.0,DSF: 0000822736,False,bronx,4.0,4227.0,
X115,I.S. 459 - BRONX,SCA CIP,REPAIR STEPS & VPS/ROOFS/PARTIAL ACCESSIBILITY,Construction,2017-06-26,2018-10-18,2067875.0,1833802.0,27683.0,"DSF: 0000795617, 0000821891, 0000821893",False,bronx,99.0,2040192.0,479.0
X115,I.S. 459 - BRONX,SCA CIP,REPAIR STEPS & VPS/ROOFS/PARTIAL ACCESSIBILITY,"CM, F&E",2017-06-26,2018-10-18,479250.0,101312.0,101187.0,"DSF: 0000795617, 0000821891, 0000821893",False,bronx,79.0,378063.0,479.0
X115,I.S. 447 - BRONX,SCA CIP RESOA,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,2017-08-23,2018-02-23,25500.0,18482.0,12115.0,DSF: 0000823549,True,bronx,52.0,13385.0,184.0
X115,I.S. 459 - BRONX,SCA IEH,"IEH PO18-RM 319,207,3RD FL CORRIDOR",Construction,2017-08-14,,,996.0,496.0,DSF: 0000048169,False,bronx,,,
